category,hotel,value,name
rooms,88447,1.3,Econo Lodge - Jacksonville
rooms,120109,1.5,Microtel Inn & Suites by Wyndham Jacksonville/Near Butler Blvd
rooms,239840,1.9,Suburban Extended Stay Hotel of Jacksonville / Baymeadows
rooms,226993,2.2,Homestead Studio Suites - Jacksonville - Baymeadows
rooms,2296144,1.0,Best USA Inn
rooms,88436,3.8,Homestead Studio Suites - Jacksonville - Salisbury Rd. - Southpoint
rooms,84660,0.5,Red Carpet Inn
rooms,1164991,2.1,Homestead Studio Suites - Jacksonville - Southside - St. Johns Towne Center
rooms,656584,2.7,Comfort Suites Jacksonville
rooms,120167,2.7,Motel 6 Jacksonville Southeast
rooms,88403,2.5,Jacksonville Airport Hotel
rooms,555377,1.0,Executive Inn
rooms,88419,2.0,Extended Stay America - Jacksonville - Riverwalk
rooms,88463,1.7,Extended Stay America - Jacksonville - Butler Blvd.
rooms,84617,0.8,America's Best Inn Jacksonville
rooms,224590,4.1,Hilton Garden Inn Jacksonville Airport
rooms,88440,2.7,La Quinta Inn Jacksonville Orange Park
rooms,256866,2.6,Sun Suites Of Jacksonville
rooms,268199,2.6,Travelodge Inn & Suites Jacksonville Airport
rooms,120131,2.0,Kings Inn
rooms,88456,2.7,Holiday Inn Jacksonville - I-95 & Baymeadows
rooms,120171,2.7,Super 8 Jacksonville Central
rooms,294735,2.4,Knights Inn Jacksonville
rooms,84637,1.6,Jaxport Inn
rooms,84626,3.0,River City Inn
rooms,120141,0.0,The Beach Landing Motel
rooms,88444,0.0,Diamond Inn Motel Jacksonville West
rooms,120124,2.5,The Inn at Mayo Clinic
rooms,88400,3.3,BEST WESTERN Jacksonville Airport
rooms,120160,2.3,Red Roof Inn - Jacksonville Airport
rooms,88423,2.6,Extended Stay Deluxe - Jacksonville - Deerwood Park
rooms,120153,2.8,SpringHill Suites Jacksonville / Deerwood
rooms,84649,3.5,Quality Inn Of Orange Park
rooms,1946045,3.8,Aloft Jacksonville Tapestry Park
rooms,1235779,3.8,Candlewood Suites East Merril Road
rooms,1235363,3.9,BEST WESTERN PLUS Cecil Field Inn & Suites
rooms,88465,3.8,Courtyard by Marriott Jacksonville Butler Boulevard
rooms,1819974,3.6,Holiday Inn Express Jacksonville East
rooms,120111,3.5,Jacksonville Plaza Hotel & Suites
rooms,252242,2.8,Hospitality Inn
rooms,88408,3.1,Ramada Conference Center Mandarin
rooms,84642,4.1,Radisson Jacksonville Butler Boulevard
rooms,84636,3.0,Courtyard Jacksonville Mayo Clinic/Beaches
rooms,88398,4.3,Crowne Plaza Jacksonville Airport Hotel
rooms,120117,3.6,Residence Inn Jacksonville Airport
rooms,88406,3.4,Residence Inn Jacksonville Butler Boulevard
rooms,88395,2.4,La Quinta Inn Jacksonville Airport North
rooms,1164378,4.2,TownePlace Suites by Marriott Jacksonville Butler Boulevard
rooms,226846,4.0,Comfort Suites Baymeadows
rooms,88402,3.3,Courtyard by Marriott Jacksonville Airport/Northeast
rooms,120147,2.1,Quality Inn Airport
rooms,88410,3.1,Homewood Suites by Hilton Jacksonville
rooms,84661,3.0,Residence Inn Jacksonville Baymeadows
rooms,88417,3.8,Hampton Inn Jacksonville-Downtown-I-95
rooms,1450901,4.5,Homewood Suites by Hilton Jacksonville Downtown/Southbank
rooms,88460,2.9,Crowne Plaza Jacksonville Riverfront Hotel
rooms,120123,3.6,Hyatt Regency Jacksonville Riverfront
rooms,610906,4.5,Hampton Inn & Suites Jacksonville-Airport
rooms,120138,3.3,Comfort Suites Airport
rooms,88442,3.3,La Quinta Inn & Suites Jacksonville Butler Blvd
rooms,514468,4.3,Hampton Inn I-10 West Jacksonville
rooms,1450903,4.2,Hilton Garden Inn Jacksonville Downtown/Southbank
rooms,1127473,4.0,Sheraton Jacksonville
rooms,1176973,4.4,Four Points by Sheraton Jacksonville Baymeadows
rooms,120186,3.6,La Quinta Inn & Suites Jacksonville Mandarin
rooms,84654,3.1,Jacksonville Marriott
rooms,120177,3.2,Country Inn & Suites By Carlson - Jacksonville
rooms,223246,3.8,Holiday Inn Express Jacksonville
rooms,88458,3.5,Holiday Inn Express Hotel & Suites Jacksonville South
rooms,472259,4.5,Hampton Inn & Suites Jacksonville-Southside Blvd-Deerwood Pk
rooms,1549318,4.7,Sleep Inn & Suites - Jacksonville
rooms,816772,4.8,Staybridge Suites Jacksonville
rooms,1391989,4.7,Courtyard by Marriott I-295/East Beltway
rooms,1223992,3.1,Wingate by Wyndam Jacksonville South
rooms,653217,4.2,Fairfield Inn & Suites Jacksonville Butler Boulevard
rooms,1214730,4.8,Hotel Indigo Jacksonville Deerwood Park
rooms,1566763,4.8,Fairfield Inn & Suites Jacksonville West/Chaffee Point
rooms,781648,4.6,Courtyard by Marriott Jacksonville Flagler Center
rooms,1201207,4.7,Hampton Inn & Suites Jacksonville - Bartram Park
rooms,1231084,4.8,Hyatt Place Jacksonville Airport
rooms,81708,1.7,Vagabond Inn San Jose (SJC Airport)
rooms,276205,3.7,The Comfort Inn San Jose International Airport
rooms,81703,4.1,Staybridge Suites San Jose
rooms,81710,3.8,Motel 6 San Jose Convention Center
rooms,81691,2.0,Motel 6 San Jose South
rooms,81653,1.8,Fontaine Inn Downtown / Fairgrounds
rooms,81688,2.2,Motel 6 San Jose Airport
rooms,557214,2.0,Travelers Rest Motel
rooms,582475,2.0,Horizon Inn
rooms,253314,1.0,White House Inn
rooms,81662,1.1,Executive Inn San Jose
rooms,225252,1.8,Extended Stay America - San Jose - Edenvale - North
rooms,81659,1.3,Hotel Elan
rooms,82283,3.0,Holiday Inn San Jose-Silicon Valley
rooms,1022963,2.0,Americas Best Value Inn
rooms,1017214,1.0,Townhouse Motel
rooms,631720,2.5,San Jose Airport Garden Hotel
rooms,239815,3.6,BEST WESTERN PLUS Lanai Garden Inn and Suites
rooms,81625,2.7,Ramada San Jose
rooms,267662,1.9,Studios Inn
rooms,1528601,3.0,E Z 8 Motel -San Jose II
rooms,1086739,2.9,Homestead Studio Suites
rooms,225266,3.1,Extended Stay America - San Jose - Edenvale - South
rooms,81700,2.5,Santa Clara Inn
rooms,81658,2.1,Caravelle Inn & Suites
rooms,81647,1.4,Days Inn San Jose Convention Center / Fairgrounds
rooms,81292,1.9,Motel 6 San Jose Airport Central
rooms,654166,5.0,Adlon Hotel
rooms,82323,3.0,Days Inn Airport
rooms,119610,3.5,Extended Stay America - San Jose - Airport
rooms,225261,2.5,Super 8 Motel - San Jose Airport/Santa Clara Area
rooms,82357,2.4,Silicon Valley Hotel San Jose Airport
rooms,119608,2.7,Valley Park Hotel
rooms,81677,3.4,Extended Stay America - San Jose - Downtown
rooms,119606,3.6,Valley Inn
rooms,82208,2.3,Clarion Inn Silicon Valley
rooms,82321,2.7,Holiday Inn Express San Jose International Arpt
rooms,82299,3.3,Holiday Inn Express San Jose Central City
rooms,240060,3.9,Comfort Suites Airport
rooms,81644,3.9,Courtyard by Marriott San Jose Airport
rooms,81699,3.2,DoubleTree by Hilton San Jose
rooms,223968,3.9,TownePlace Suites San Jose Cupertino
rooms,82156,2.6,Holiday Inn San Jose-Airport
rooms,287394,4.0,Quality Inn Silicon Valley
rooms,81695,3.2,Radisson San Jose Airport
rooms,81667,3.2,Fairfield Inn & Suites San Jose Airport
rooms,81642,3.8,BEST WESTERN - San Jose Airport Plaza
rooms,119667,2.7,Arena Hotel
rooms,81679,3.0,The Sainte Claire
rooms,324321,4.3,Four Points by Sheraton San Jose Downtown
rooms,81656,3.1,Hotel De Anza
rooms,81302,4.0,La Quinta Inn San Jose Airport
rooms,82169,3.8,Residence Inn San Jose South
rooms,223967,3.9,San Jose Marriott
rooms,225253,3.2,Hampton Inn And Suites San Jose
rooms,119644,3.4,Homewood Suites by Hilton San Jose-Silicon Valley
rooms,225256,3.9,Moorpark Hotel
rooms,256800,4.4,Hotel Valencia - Santana Row
rooms,82190,3.4,Hilton San Jose
rooms,226141,4.3,Extended Stay America - San Jose - Santa Clara
rooms,81705,3.6,The Fairmont San Jose
rooms,81672,3.9,Hyatt Place San Jose/Downtown
rooms,1887026,4.5,HYATT House San Jose/Silicon Valley
rooms,3263489,4.7,Sleep Inn & Suites
rooms,98474,3.7,The Driskill
rooms,109004,3.5,Courtyard by Marriott Austin Northwest/Arboretum
rooms,223680,3.4,Hampton Inn Austin - Airport
rooms,604457,4.3,Residence Inn Austin Downtown / Convention Center
rooms,1382102,4.5,Courtyard Austin North/Parmer Lane
rooms,108977,4.3,Homewood Suites by Hilton Austin-Arboretum / NW
rooms,1866954,4.6,BEST WESTERN PLUS Austin Airport Inn & Suites
rooms,217844,4.6,The Orchard Hotel
rooms,119601,3.1,Coventry Motor Inn
rooms,506418,4.6,Hotel Vitale - a Joie de Vivre hotel
rooms,81985,3.7,Hotel Monaco San Francisco - a Kimpton Hotel
rooms,224956,3.4,Inn at the Opera
rooms,618542,4.4,Orchard Garden Hotel
rooms,112307,4.2,Hotel Rex - a Joie de Vivre hotel
rooms,81450,4.0,The Ritz-Carlton
rooms,81022,3.6,Harbor Court Hotel - a Kimpton Hotel
rooms,81165,3.3,Hotel Abri
rooms,81514,3.0,Hotel Triton - a Kimpton Hotel
rooms,81456,3.8,Steinhart
rooms,80780,3.7,BEST WESTERN PLUS Tuscan Inn at Fisherman's Wharf
rooms,80747,3.4,Renaissance San Francisco Stanford Court Hotel
rooms,119657,3.9,Columbus Motor Inn
rooms,654030,4.0,Westin San Francisco Market Street
rooms,112360,3.3,The Queen Anne Hotel
rooms,119658,3.5,Castle Inn
rooms,112328,3.3,CLIFT San Francisco
rooms,80774,2.6,The Stratford
rooms,81520,2.9,Hotel Union Square
rooms,81038,3.4,Hilton San Francisco Financial District
rooms,80808,3.5,Beresford Arms
rooms,82116,3.2,Marina Motel
rooms,81114,3.3,Laurel Inn - a Joie de Vivre hotel
rooms,1119270,4.4,Cova Hotel
rooms,81461,3.3,The Westin St. Francis
rooms,81459,3.4,Warwick San Francisco Hotel
rooms,478253,3.4,Hotel des Arts
rooms,627267,3.3,Royal Pacific Motor Inn
rooms,80930,3.2,Comfort Inn by the Bay
rooms,81049,3.2,Holiday Inn San Francisco Golden Gateway
rooms,81363,3.5,BEST WESTERN The Hotel California
rooms,81251,3.0,The Opal San Francisco
rooms,291220,2.6,Carl Hotel
rooms,81212,3.1,Powell Hotel
rooms,81416,3.3,Hotel Majestic
rooms,112335,2.6,Halcyon Hotel
rooms,81503,3.1,Travelodge Golden Gate San Francisco
rooms,81241,3.4,Hotel Whitcomb
rooms,80757,2.7,Super 8 San Francisco / Fisherman's Wharf
rooms,112321,3.6,The Archbishop's Mansion
rooms,80817,2.6,Vantaggio Suites Cosmo
rooms,119636,1.0,Pensione International
rooms,81480,2.7,Greenwich Inn
rooms,81379,1.2,Sonoma Inn
rooms,658566,1.0,Ram's Hotel
rooms,291689,2.4,Aida Hotel
rooms,81524,1.9,Oasis Inn
rooms,240893,1.6,Mithila
rooms,626656,1.8,Pontiac Hotel
rooms,80978,2.4,Alpha Inn and Suites San Francisco
rooms,603022,1.9,Twin Peaks Hotel
rooms,119663,1.2,Biltmore Hotel
rooms,320147,2.7,Americas Best Value Inn & Suites Union Square
rooms,1015196,2.0,Aldrich Hotel
rooms,674036,3.0,Vantaggio Suites Jefferson Square
rooms,1840699,1.1,Lombard Plaza Motel
rooms,112304,2.6,Hotel Milano
rooms,81526,1.7,Verona
rooms,282764,2.3,Hotel Tropica
rooms,81487,1.6,Civic Center Inn
rooms,81246,1.3,Knights Inn - Downtown San Francisco
rooms,944406,1.8,Travelodge San Francisco - Fishermans Wharf
rooms,82105,1.7,Ramada Limited - San Francisco
rooms,80766,2.1,The Embassy Hotel
rooms,278862,2.1,Taylor Hotel
rooms,119632,1.1,Roberts At The Beach Motel
rooms,252811,2.5,America's Best Inn San Francisco
rooms,549444,2.0,Beach Motel
rooms,113924,1.7,Americas Best Value Inn - San Francisco
rooms,565629,1.4,Harcourt Hotel
rooms,81150,1.9,Mission Inn
rooms,654032,3.0,Essex Hotel
rooms,224957,3.1,Layne Hotel
rooms,81256,2.2,Rodeway Inn Civic Center
rooms,1160921,2.0,Commodore Hotel
rooms,1223830,2.3,Travelodge Central
rooms,1160908,0.0,Sheehan Hotel
rooms,80760,0.0,Foleys Inn
rooms,3165345,2.0,Best Hotel
rooms,1546311,4.0,Marriott ExecuStay Gateway
rooms,291071,2.2,Surf Motel
rooms,80806,2.6,Union Square Plaza Hotel
rooms,81383,1.7,Star Motel
rooms,80799,2.0,Renoir Hotel
rooms,80987,1.9,Presidio Inn & Suites
rooms,226814,2.2,Ansonia Abby Hotel
rooms,1214408,3.7,Alexis Park San Francisco
rooms,80768,2.7,Fitzgerald Hotel Union Square
rooms,119650,3.2,Francisco Bay Inn
rooms,80788,2.7,Monarch Hotel
rooms,571427,5.0,Synergy Avalon Mission Bay
rooms,119637,2.7,Nob Hill Hotel
rooms,226829,2.1,Oceanview Motel
rooms,80950,2.1,Days Inn Lombard Street
rooms,256730,3.1,Country Hearth Inn San Francisco
rooms,142261,1.9,Rodeway Inn Downtown
rooms,80756,3.0,Adante Hotel
rooms,81007,2.6,Great Highway Motor Inn
rooms,81976,2.1,Astoria Hotel
rooms,1800858,2.6,Post Hotel
rooms,217294,2.3,Hotel North Beach
rooms,1973577,4.0,Paramount Rental Apartment
rooms,267364,2.8,Americas Best Value Inn Golden Gate
rooms,113927,2.9,Marina Inn
rooms,288687,3.1,Americas Best Value Inn & Suites-SOMA
rooms,119661,2.8,Inn on Broadway
rooms,81959,2.5,The Good Hotel
rooms,119590,2.5,Capri Motel
rooms,81782,2.5,Edwardian San Francisco Hotel
rooms,80977,2.3,Motel 6 San Francisco Downtown
rooms,510378,3.0,The Gaylord
rooms,124967,2.7,The Dakota Hotel
rooms,80821,2.4,Super 8 San Francisco/Union Square Area
rooms,570865,2.0,Economy Inn Presidio
rooms,2236788,3.0,da Vinci Villa
rooms,224955,3.2,Hotel Metropolis
rooms,119625,2.9,BEST WESTERN PLUS Americania
rooms,291695,3.0,All Star Hotel
rooms,81075,3.4,Vagabond Inn San Francisco (Civic Center)
rooms,82114,3.5,La Luna Inn
rooms,1833071,2.7,Red Coach Motor Lodge
rooms,80836,3.0,Hotel Beresford
rooms,81004,2.3,Grant Plaza Hotel
rooms,112325,3.5,Hotel Cartwright Union Square
rooms,81476,2.6,Town House
rooms,80879,3.0,Civic Center Motor Inn
rooms,81035,3.1,Holiday Inn Civic Center (San Francisco)
rooms,74059,3.1,Stanyan Park Hotel
rooms,81418,3.1,Hotel Frank
rooms,80920,3.5,Hotel Bijou
rooms,489082,3.5,University Club
rooms,218776,3.1,The Pickwick Hotel San Francisco
rooms,1134288,2.3,Encore Express Hotel
rooms,141997,2.9,Hotel Mark Twain
rooms,112289,2.0,Beck's Motor Lodge
rooms,80771,3.3,The Herbert Hotel
rooms,119626,2.3,Bay Bridge Inn
rooms,80963,3.0,Days Inn San Francisco at the Beach
rooms,81466,3.0,The Wharf Inn
rooms,80786,2.9,King George Hotel
rooms,119640,3.2,Lombard Motor Inn
rooms,81177,4.0,Nob Hill Motor Inn
rooms,81237,2.9,Hilton San Francisco Fisherman's Wharf
rooms,226834,2.7,The Grant Hotel
rooms,81367,2.3,Seal Rock Inn
rooms,80823,3.0,Mystic Hotel by Charlie Palmer
rooms,80753,3.0,Days Inn San Francisco Downtown/Civic Center Area
rooms,243535,3.5,Hotel Fusion
rooms,80864,4.2,The Carriage Inn
rooms,119593,3.1,Buena Vista Motor Inn
rooms,81042,3.0,Holiday Inn San Francisco Fishermans Wharf
rooms,113942,2.7,Touchstone Hotel - City Center
rooms,112311,3.3,Jackson Court San Francisco
rooms,81222,3.1,Radisson Hotel Fisherman's Wharf
rooms,81295,3.8,Hilton San Francisco Union Square
rooms,112320,3.4,Andrews Hotel
rooms,81141,3.6,Marriott San Francisco Fisherman's Wharf
rooms,223955,4.3,Courtyard San Francisco Downtown
rooms,81529,3.3,Villa Florence - A JRK Hotel
rooms,279426,3.5,Hotel Adagio
rooms,268240,3.1,Club Quarters San Francisco
rooms,81377,3.1,Sir Francis Drake Hotel - a Kimpton Hotel
rooms,563989,3.1,Park Hotel
rooms,224951,3.1,SW Hotel
rooms,281778,3.4,Archstone South Market
rooms,81531,2.7,Executive Hotel Vintage Court
rooms,81375,3.1,Sheraton Fisherman's Wharf Hotel
rooms,81103,3.5,Hyatt Regency San Francisco
rooms,119643,3.3,Hotel Del Sol - a Joie de Vivre hotel
rooms,119623,3.5,Chelsea Motor Inn
rooms,81315,3.6,San Francisco Marriott Marquis
rooms,81215,3.1,Prescott Hotel - a Kimpton Hotel
rooms,112338,3.1,Hotel Boheme
rooms,81087,4.0,Hyatt at Fisherman's Wharf
rooms,81169,3.0,The Mosser
rooms,80925,4.0,Hotel Carlton - a Joie de Vivre hotel
rooms,112303,3.4,Hotel Diva
rooms,81803,3.8,Hotel Vertigo
rooms,311255,3.4,Geary Parkway Motel
rooms,113923,4.0,Hotel Kabuki - a Joie de Vivre hotel
rooms,119665,3.2,Baldwin Hotel
rooms,217813,3.9,Holiday Inn Express Hotel & Suites San Francisco Fisherman's Wharf
rooms,81249,3.4,Redwood Inn
rooms,81082,3.5,Courtyard by Marriott Fisherman's Wharf
rooms,115617,4.0,Palace Hotel
rooms,115623,3.7,InterContinental Mark Hopkins San Francisco
rooms,80793,3.6,Hotel Nikko San Francisco
rooms,81209,3.4,Phoenix Hotel - a Joie de Vivre hotel
rooms,81110,3.8,Taj Campton Place
rooms,80917,4.1,Hotel Tomo - a Joie de Vivre hotel
rooms,112293,3.4,Cow Hollow Motor Inn and Suites
rooms,291227,3.5,Ocean Park Motel
rooms,80802,3.9,Serrano Hotel - a Kimpton Hotel
rooms,81669,4.1,W San Francisco
rooms,113940,3.6,Petite Auberge a Joie de Vivre Hotel
rooms,124765,3.6,San Francisco Marriott Union Square
rooms,81444,3.6,JW Marriott San Francisco Union Square
rooms,81204,4.5,Le Meridien San Francisco
rooms,81019,3.5,Handlery Union Square Hotel
rooms,113928,3.7,Hotel Griffon
rooms,81397,3.9,The Fairmont San Francisco
rooms,81192,3.7,Parc 55 Wyndham
rooms,80999,3.9,Grand Hyatt San Francisco
rooms,142074,3.4,Hotel San Jose
rooms,501344,4.0,Hotel Mayflower
rooms,81511,3.5,San Francisco at The Presidio Travelodge
rooms,310867,2.8,Metro Hotel
rooms,115625,3.0,The Huntington Hotel & Nob Hill Spa
rooms,676408,4.5,InterContinental San Francisco
rooms,80937,3.6,Cornell Hotel de France
rooms,112347,3.7,The Kensington Park Hotel
rooms,108966,3.9,La Quinta Inn & Suites Austin Mopac North
rooms,109000,3.6,Drury Inn & Suites Austin North
rooms,223620,4.6,Staybridge Suites Austin Arboretum
rooms,1201024,4.5,Staybridge Suites Austin NW
rooms,604455,4.1,Courtyard Austin Downtown/Convention Center
rooms,181851,3.7,Barton Creek Resort & Spa
rooms,98420,3.0,Embassy Suites Austin - Downtown/Town Lake Austin Texas
rooms,98457,3.1,Radisson Hotel & Suites Austin Downtown
rooms,1174687,3.9,aloft Austin at the Domain
rooms,108965,3.2,La Quinta Inn & Suites Austin Southwest at Mopac
rooms,223707,3.8,SpringHill Suites Austin South
rooms,240526,3.2,Country Inn & Suites By Carlson Austin-North
rooms,98433,3.5,Holiday Inn Austin NW Plaza/Arboretum
rooms,247103,4.3,Extended Stay America - Austin - Southwest
rooms,108961,3.8,Residence Inn Austin South
rooms,108964,2.6,La Quinta Inn Austin Capitol
rooms,73759,3.5,Baymont Inn & Suites Austin South
rooms,108974,4.0,Country Garden Inn and Suites
rooms,108994,0.2,Hawthorn Suites - Austin South
rooms,111390,2.5,Wellesley Inn & Suites Austin Town Lake
rooms,98462,1.9,The Oak Inn
rooms,142349,2.9,Comfort Suites Downtown South
rooms,108990,2.1,Quality Inn & Suites Airport
rooms,1221539,1.0,Budget Lodge of Austin
rooms,223684,2.1,Crestwood Suites Austin
rooms,98441,3.0,Baymont Inn Austin North / Austin Highland Mall
rooms,226433,2.7,Motel 6 Austin North
rooms,226434,3.2,Motel 6 Austin Central - North
rooms,98443,3.3,La Quinta Inn Austin Oltorf
rooms,109008,2.5,BEST WESTERN PLUS Austin City Hotel
rooms,98472,2.1,Best Value Inn Austin South
rooms,243922,2.5,Motel 6 Austin South - Airport
rooms,108986,2.5,Capital Inn
rooms,217730,3.1,Extended Stay America - Austin - Northwest - Research Park
rooms,223683,3.3,Hawthorn Suites by Wyndham Austin - Riverside Dr
rooms,288725,2.6,Mountain Star Lodge and Hotel
rooms,656307,5.0,Economy Inn Austin
rooms,108975,2.2,Ramada Limited Austin North
rooms,108991,2.5,La Quinta Inn Austin North
rooms,220077,3.0,Walnut Forest Motel
rooms,223685,0.0,Hearthside Extended Stay Studios and Suites
rooms,608007,2.3,Super 8 Motel Austin Downtown
rooms,285294,2.7,Extended Stay America - Austin - Round Rock - South
rooms,109001,2.2,Crossland Economy Studios - Austin - West
rooms,291290,1.0,Sands Motel of Austin
rooms,108998,1.4,Econo Lodge
rooms,239891,1.5,Studio 6 Austin Northwest
rooms,239890,1.3,Studio 6 Austin Midtown
rooms,291287,2.1,Heart of Texas Motel
rooms,109013,1.4,Days Inn Austin South
rooms,1635868,1.4,Howard Johnson Austin North
rooms,217731,1.1,Extended Stay America - Austin - North Central
rooms,284421,1.7,InTown Suites Austin
rooms,291283,1.0,Budget Inn Capitol
rooms,217735,2.9,Extended Stay America - Austin - Downtown - Town Lake
rooms,142018,2.9,Econo Lodge Austin
rooms,291291,0.0,Western Hills Motel
rooms,98467,1.6,Rodeway Inn University / Downtown
rooms,98415,2.6,Red Roof Inn Austin North
rooms,675150,2.4,Travelodge Austin
rooms,98405,0.0,American Inn
rooms,243756,3.0,Motel 6 Austin Central - South/Univ of Texas
rooms,288743,1.0,Bel-Air Motel
rooms,247102,3.0,Extended Stay America - Austin - Northwest - Lakeline Mall
rooms,109010,2.7,Candlewood Suites - Austin Arboretum-Northwest
rooms,220106,3.0,Quality Inn North Austin
rooms,223678,3.5,Comfort Suites Austin Airport
rooms,98439,2.0,La Quinta Inn Austin Highland Mall
rooms,217732,2.5,Red Roof Inn Austin - South
rooms,98416,2.8,Days Inn Austin University / Downtown
rooms,98447,3.6,Austin Suites Hotel
rooms,288742,5.0,Austin Motor Inn
rooms,225440,3.1,Holiday Inn Express Austin Airport
rooms,98424,3.1,Howard Johnson Austin - TX
rooms,108984,3.6,Holiday Inn Express Austin North Central
rooms,108988,2.6,Americas Best Value Inn
rooms,273366,1.5,The Quarters at Hardin House
rooms,109007,3.6,Comfort Inn
rooms,108987,3.3,Holiday Inn Express Hotel & Suites Austin North
rooms,98438,3.2,La Quinta Inn Austin South / IH35
rooms,288732,2.7,Austin Village Motor Inn
rooms,108995,3.7,Fairfield Inn and Suites Austin - University Area
rooms,108963,2.5,Hotel Allandale
rooms,98413,2.6,Days Inn Austin Crossroads
rooms,217736,3.8,Extended Stay America - Austin - Arboretum - South
rooms,109002,2.8,Courtyard Austin South
rooms,223714,3.2,Extended Stay America - Austin - Arboretum - North
rooms,223713,3.2,TownePlace Suites Austin Northwest
rooms,109009,3.4,Candlewood Suites - Austin South
rooms,223675,4.1,Hyatt Place Austin North Central
rooms,111377,2.7,Austin Motel
rooms,109006,3.4,Comfort Suites NW Lakeline
rooms,98428,3.5,Orangewood Suites
rooms,108983,3.2,DoubleTree by Hilton Austin - University Area
rooms,142017,3.2,Super 8 Austin/University/Downtown
rooms,223679,3.1,Extended Stay America - Austin - Downtown - 6th St.
rooms,108999,3.6,Ramada Austin Central
rooms,98435,3.2,Holiday Inn Express & Suites Austin - Sunset Valley
rooms,109015,2.7,Super 8 Austin North
rooms,1571800,3.1,Casulo Hotel
rooms,1025910,4.5,Staybridge Suites Austin Airport
rooms,108976,3.5,Homewood Suites by Hilton Austin South / Airport
rooms,1176838,4.6,Hilton Garden Inn Austin North
rooms,108997,2.2,Extended Stay America - Austin - Arboretum
rooms,252821,3.9,Fairfield Inn & Suites Austin Northwest
rooms,108979,4.3,Hampton Inn Austin/Airport Area South
rooms,73763,2.6,BEST WESTERN Atrium North
rooms,526841,4.0,Holiday Inn Austin Midtown
rooms,217734,3.7,InterContinental Stephen F. Austin
rooms,98452,3.3,Sheraton Austin at the Capitol
rooms,566802,2.5,Holiday Inn Austin Town Lake
rooms,98426,3.6,Hampton Inn Austin - North (I-35 & Highway 183)
rooms,108972,4.0,SpringHill Suites Austin Northwest / Arboretum
rooms,111397,3.1,Hilton Garden Inn Austin Downtown/Convention Center
rooms,108969,2.9,Habitat Suites Hotel
rooms,111381,2.8,Courtyard Austin - University Area
rooms,98464,4.1,Renaissance Austin Hotel
rooms,98436,3.6,Hyatt Regency Austin
rooms,98445,3.2,Lakeway Resort and Spa
rooms,1573301,3.7,Fairfield Inn and Suites Austin North / Parmer Lane
rooms,108971,4.2,Hyatt Place Austin/Arboretum
rooms,223686,3.2,Hilton Austin Airport
rooms,108962,2.9,Residence Inn Austin Northwest / Arboretum
rooms,282698,4.1,Hilton Austin
rooms,108996,3.5,Fairfield Inn and Suites Austin South
rooms,223691,3.9,Austin Marriott South
rooms,566803,3.0,Holiday Inn Express & Suites Austin NW
rooms,252313,3.6,SpringHill Suites Austin North / Parmer Lane
rooms,570293,3.9,Wyndham Garden Austin
rooms,111395,4.0,Omni Austin at South Park
rooms,98418,3.3,Doubletree by Hilton Austin
rooms,252820,2.9,Hilton Garden Inn Austin Northwest / Arboretum
rooms,98419,3.3,Embassy Suites Hotel Austin Central
rooms,259008,3.3,Hampton Inn & Suites Austin Downtown
rooms,1173092,3.5,HYATT house Austin/Arboretum
rooms,81126,4.6,Mandarin Oriental - San Francisco
rooms,112373,4.5,White Swan Inn - a Joie de Vivre Hotel
rooms,115644,3.7,Chancellor Hotel on Union Square
rooms,224958,4.0,Marines Memorial Club Hotel
rooms,80990,3.5,Galleria Park - a Joie de Vivre hotel
rooms,574449,4.6,St. Regis Hotel - San Francisco
rooms,80797,3.5,Hotel Palomar San Francisco - a Kimpton Hotel
rooms,108982,4.4,DoubleTree Suites by Hilton - Austin
rooms,1224950,4.7,Hotel Saint Cecilia
rooms,98453,3.7,Omni Austin Hotel Downtown
rooms,82013,3.1,Mansion at Judges' Hill
rooms,223695,3.2,Residence Inn Austin North/Parmer Lane
rooms,108967,3.8,La Quinta Inn & Suites Austin Airport
rooms,98463,2.9,Crowne Plaza Austin
rooms,109012,2.7,La Quinta Inn & Suites Round Rock South
rooms,224948,4.6,Omni San Francisco Hotel
rooms,81409,3.6,The Inn at Union Square
rooms,247005,4.1,Suites at Fisherman's Wharf
rooms,224953,3.7,Four Seasons Hotel San Francisco
rooms,81394,3.8,The Donatello Hotel
rooms,268533,4.5,Argonaut Hotel - a Kimpton Hotel
rooms,80983,4.7,Hotel Drisco
rooms,576787,4.8,Conrad Indianapolis
rooms,1175274,4.9,Fairmont Heritage Place - Ghirardelli Square
rooms,615166,4.6,Hampton Inn & Suites Austin Cedar Park - Lakeline
rooms,622833,4.5,Courtyard by Marriott Austin Airport
rooms,108981,3.4,Embassy Suites Hotel Austin - Arboretum
rooms,3523356,4.5,Hampton Inn & Suites Austin @ The University/Capitol
rooms,1189576,4.4,AT&T Executive Education and Conference Center
rooms,1023853,4.7,Super 8 - 183 Airport
rooms,557377,4.6,Super 8 Austin Airport - South
rooms,1751886,4.4,Microtel Inn & Suites by Wyndham Austin Airport
rooms,1762662,4.7,La Quinta Inn & Suites Austin/Cedar Park/Lakeline
rooms,2008152,4.5,Travaasa Austin
rooms,111393,3.5,Lake Austin Spa Resort
rooms,108980,3.8,Hampton Inn Austin - Arboretum Northwest
rooms,1675976,4.5,The Westin Austin at The Domain
rooms,1889883,3.8,W Austin
rooms,114938,3.2,Four Seasons Hotel Austin
